"ConceptScheme","labelStyle","Concept","prefLabel","sortorder"
"ISCO-88_Ganzeboom","en","2446","social work professionals",114
"ISCO-88_Ganzeboom","en","2450","writers & creative or performing artists",115
"ISCO-88_Ganzeboom","en","2451","authors journalists & other writers",116
"ISCO-88_Ganzeboom","en","2452","sculptors, painters etc artists",117
"ISCO-88_Ganzeboom","en","2453","composers musicians & singers",118
"ISCO-88_Ganzeboom","en","2454","choreographers & dancers",119
"ISCO-88_Ganzeboom","en","2455","film, stage etc actors & directors",120
"ISCO-88_Ganzeboom","en","2460","religious professionals",121
"ISCO-88_Ganzeboom","en","3000","technicians and associated professionals",122
"ISCO-88_Ganzeboom","en","3100","physical & engineering science associate professionals",123
"ISCO-88_Ganzeboom","en","3110","physical & engineering science technicians",124
"ISCO-88_Ganzeboom","en","3111","chemical & physical science technicians",125
"ISCO-88_Ganzeboom","en","3112","civil engineering technicians",126
"ISCO-88_Ganzeboom","en","3113","electrical engineering technicians",127
"ISCO-88_Ganzeboom","en","3114","electronics & telecommunications engineering technicians",128
"ISCO-88_Ganzeboom","en","3115","mechanical engineering technicians",129
"ISCO-88_Ganzeboom","en","3116","chemical engineering technicians",130
"ISCO-88_Ganzeboom","en","3117","mining & metallurgical technicians",131
"ISCO-88_Ganzeboom","en","3118","draughtspersons",132
"ISCO-88_Ganzeboom","en","3119","physical & engineering science technicians nec",133
"ISCO-88_Ganzeboom","en","3120","computer associate professionals",134
"ISCO-88_Ganzeboom","en","3121","computer assistants",135
"ISCO-88_Ganzeboom","en","3122","computer equipment operators",136
"ISCO-88_Ganzeboom","en","3123","industrial robot controllers",137
"ISCO-88_Ganzeboom","en","3130","optical & electronic equipment operators",138
"ISCO-88_Ganzeboom","en","3131","photographers & elctr equipment operators",139
"ISCO-88_Ganzeboom","en","3132","broadcasting & telecommunications equipment operators",140
"ISCO-88_Ganzeboom","en","3133","medical equipment operators",141
"ISCO-88_Ganzeboom","en","3139","optical & electronic equipment operators nec",142
"ISCO-88_Ganzeboom","en","3140","ship & aircraft controllers & technicians",143
"ISCO-88_Ganzeboom","en","3141","ships engineers",144
"ISCO-88_Ganzeboom","en","3142","ships deck officers & pilots",145
"ISCO-88_Ganzeboom","en","3143","aircraft pilots etc associate professionals",146
"ISCO-88_Ganzeboom","en","3144","air traffic controllers",147
"ISCO-88_Ganzeboom","en","3145","air traffic safety technicians",148
"ISCO-88_Ganzeboom","en","3150","safety & ouality inspectors",149
"ISCO-88_Ganzeboom","en","3151","building & fire inspectors",150
"ISCO-88_Ganzeboom","en","3152","safety, health & quality inspectors",151
"ISCO-88_Ganzeboom","en","3200","life science & health associate professionals",152
"ISCO-88_Ganzeboom","en","3210","life science technicians etc associate professionals",153
"ISCO-88_Ganzeboom","en","3211","life science technicians",154
"ISCO-88_Ganzeboom","en","3212","agronomy & forestry technicians",155
"ISCO-88_Ganzeboom","en","3213","farming & forestry advisers",156
"ISCO-88_Ganzeboom","en","3220","modern health associate professionals except nursing",157
"ISCO-88_Ganzeboom","en","3221","medical assistants",158
"ISCO-88_Ganzeboom","en","3222","sanitarians",159
"ISCO-88_Ganzeboom","en","3223","dieticians & nutritionists",160
"ISCO-88_Ganzeboom","en","3224","optometrists & opticians",161
"ISCO-88_Ganzeboom","en","3225","dental assistants",162
"ISCO-88_Ganzeboom","en","3226","physiotherapists etc associate professionals",163
"ISCO-88_Ganzeboom","en","3227","veterinary assistants",164
"ISCO-88_Ganzeboom","en","3228","pharmaceutical assistants",165
"ISCO-88_Ganzeboom","en","3229","modern health associate professionals except nursing nec",166
"ISCO-88_Ganzeboom","en","3230","nursing & midwifery associate professionals",167
"ISCO-88_Ganzeboom","en","3231","nursing associate professionals",168
"ISCO-88_Ganzeboom","en","3232","midwifery associate professionals",169
"ISCO-88_Ganzeboom","en","3240","traditional medicine practitioners & faith healers",170
"ISCO-88_Ganzeboom","en","3241","traditional medicine practitioners",171
"ISCO-88_Ganzeboom","en","3242","faith healers",172
"ISCO-88_Ganzeboom","en","3300","teaching associate professionals",173
"ISCO-88_Ganzeboom","en","3310","primary education teaching associate professionals",174
"ISCO-88_Ganzeboom","en","3320","pre-primary education teaching associate professionals",175
"ISCO-88_Ganzeboom","en","3330","special education teaching associate professionals",176
"ISCO-88_Ganzeboom","en","3340","other teaching associate professionals",177
"ISCO-88_Ganzeboom","en","3400","other associate professionals",178
"ISCO-88_Ganzeboom","en","3410","finance & sales associate professionals",179
"ISCO-88_Ganzeboom","en","3411","securities & finance dealers & brokers",180
"ISCO-88_Ganzeboom","en","3412","insurance representatives",181
"ISCO-88_Ganzeboom","en","3413","estate agents",182
"ISCO-88_Ganzeboom","en","3414","travel consultants & organisers",183
"ISCO-88_Ganzeboom","en","3415","technical & commercial sales representatives",184
"ISCO-88_Ganzeboom","en","3416","buyers",185
"ISCO-88_Ganzeboom","en","3417","appraisers, valuers & auctioneers",186
"ISCO-88_Ganzeboom","en","3419","finance & sales associate professionals nec",187
"ISCO-88_Ganzeboom","en","3420","business services agents and trade brokers",188
"ISCO-88_Ganzeboom","en","3421","trade brokers",189
"ISCO-88_Ganzeboom","en","3422","clearing & forwarding agents",190
"ISCO-88_Ganzeboom","en","3423","employment agents & labour contractors",191
"ISCO-88_Ganzeboom","en","3429","business services agents & trade brokers nec",192
"ISCO-88_Ganzeboom","en","3430","administrative associate professionals",193
"ISCO-88_Ganzeboom","en","3431","administrative secretaries etc associate professionals",194
"ISCO-88_Ganzeboom","en","3432","legal etc business associate professionals",195
"ISCO-88_Ganzeboom","en","3433","bookkeepers",196
"ISCO-88_Ganzeboom","en","3434","statistical, mathematical etc associate professionals",197
"ISCO-88_Ganzeboom","en","3439","administrative associate professionals nec",198
"ISCO-88_Ganzeboom","en","3440","customs, tax etc government associate professionals",199
"ISCO-88_Ganzeboom","en","3441","customs & border inspectors",200
"ISCO-88_Ganzeboom","en","3442","government tax & excise officials",201
"ISCO-88_Ganzeboom","en","3443","government social benefits officials",202
"ISCO-88_Ganzeboom","en","3444","government licensing officials",203
"ISCO-88_Ganzeboom","en","3449","customs tax etc government associate professionals nec",204
"ISCO-88_Ganzeboom","en","3450","[police and army officers]",205
"ISCO-88_Ganzeboom","en","3451","[police inspectors-detectives]",206
"ISCO-88_Ganzeboom","en","3452","[armed forces non-commissioned officers + army nfs]",207
"ISCO-88_Ganzeboom","en","3460","social work associate professionals",208
"ISCO-88_Ganzeboom","en","3470","artistic, entertainment & sports associate professionals",209
"ISCO-88_Ganzeboom","en","3471","decorators & commercial designers",210
"ISCO-88_Ganzeboom","en","3472","radio, television & other announcers",211
"ISCO-88_Ganzeboom","en","3473","street night-club etc musicians singers & dancers",212
"ISCO-88_Ganzeboom","en","3474","clowns magicians acrobats etc associate professionals",213
"ISCO-88_Ganzeboom","en","3475","athletes sportspersons etc associate professionals",214
"ISCO-88_Ganzeboom","en","3480","religious associate professionals",215
"ISCO-88_Ganzeboom","en","4000","clerks",216
"ISCO-88_Ganzeboom","en","4100","office clerks",217
"ISCO-88_Ganzeboom","en","4110","secretaries & keyboard-operating clerks",218
"ISCO-88_Ganzeboom","en","4111","stenographers & typists",219
"ISCO-88_Ganzeboom","en","4112","word-processor etc operators",220
"ISCO-88_Ganzeboom","en","4113","data entry operators",221
"ISCO-88_Ganzeboom","en","4114","calculating-machine operators",222
"ISCO-88_Ganzeboom","en","4115","secretaries",223
"ISCO-88_Ganzeboom","en","4120","numerical clerks",224
"ISCO-88_Ganzeboom","en","4121","accounting & bookkeeping clerks",225
"ISCO-88_Ganzeboom","en","4122","statistical & finance clerks",226
"ISCO-88_Ganzeboom","en","4130","material-recording & transport clerks",227
"ISCO-88_Ganzeboom","en","4131","stock clerks",228
"ISCO-88_Ganzeboom","en","4132","production clerks",229
"ISCO-88_Ganzeboom","en","4133","transport clerks",230
"ISCO-88_Ganzeboom","en","4140","library, mail etc clerks",231
"ISCO-88_Ganzeboom","en","4141","library & filing clerks",232
"ISCO-88_Ganzeboom","en","4142","mail carriers & sorting clerks",233
"ISCO-88_Ganzeboom","en","4143","coding proof-reading etc clerks",234
"ISCO-88_Ganzeboom","en","4144","scribes etc workers",235
"ISCO-88_Ganzeboom","en","4190","other office clerks",236
"ISCO-88_Ganzeboom","en","4200","customer services clerks",237
"ISCO-88_Ganzeboom","en","4210","cashiers, tellers etc clerks",238
"ISCO-88_Ganzeboom","en","4211","cashiers & ticket clerks",239
"ISCO-88_Ganzeboom","en","4212","tellers & other counter clerks",240
"ISCO-88_Ganzeboom","en","4213","bookmakers & croupiers",241
"ISCO-88_Ganzeboom","en","4214","pawnbrokers & money-lenders",242
"ISCO-88_Ganzeboom","en","4215","debt-collectors etc workers",243
"ISCO-88_Ganzeboom","en","4220","client information clerks",244
"ISCO-88_Ganzeboom","en","4221","travel agency etc clerks",245
"ISCO-88_Ganzeboom","en","4222","receptionists & information clerks",246
"ISCO-88_Ganzeboom","en","4223","telephone switchboard operators",247
"ISCO-88_Ganzeboom","en","5000","service workers & shop & market sales workers",248
"ISCO-88_Ganzeboom","en","5100","personal & protective services workers",249
"ISCO-88_Ganzeboom","en","5110","travel attendants etc",250
"ISCO-88_Ganzeboom","en","5111","travel attendants & travel stewards",251
"ISCO-88_Ganzeboom","en","5112","transport conductors",252
"ISCO-88_Ganzeboom","en","5113","travel, museum guides",253
"ISCO-88_Ganzeboom","en","5120","housekeeping & restaurant services workers",254
"ISCO-88_Ganzeboom","en","5121","housekeepers etc workers",255
"ISCO-88_Ganzeboom","en","5122","cooks",256
"ISCO-88_Ganzeboom","en","5123","waiters waitresses & bartenders",257
"ISCO-88_Ganzeboom","en","5130","personal care etc work",258
"ISCO-88_Ganzeboom","en","5131","child-care workers",259
"ISCO-88_Ganzeboom","en","5132","institution-based personal care workers",260
"ISCO-88_Ganzeboom","en","5133","home based personal care workers",261
"ISCO-88_Ganzeboom","en","5139","personal care etc workers nec",262
"ISCO-88_Ganzeboom","en","5140","other personal services workers",263
"ISCO-88_Ganzeboom","en","5141","hairdressers barbers beauticians etc workers",264
"ISCO-88_Ganzeboom","en","5142","companions & valets",265
"ISCO-88_Ganzeboom","en","5143","undertakers & embalmers",266
"ISCO-88_Ganzeboom","en","5149","other personal services workers nec",267
"ISCO-88_Ganzeboom","en","5150","astrologers, fortune-tellers etc workers",268
"ISCO-88_Ganzeboom","en","5151","astrologers etc workers",269
"ISCO-88_Ganzeboom","en","5152","fortune-tellers, palmists etc workers",270
"ISCO-88_Ganzeboom","en","5160","protective services workers",271
"ISCO-88_Ganzeboom","en","5161","fire-fighters",272
"ISCO-88_Ganzeboom","en","5162","police officers",273
"ISCO-88_Ganzeboom","en","5163","prison guards",274
"ISCO-88_Ganzeboom","en","5164","[army: enlisted men - soldiers]",275
"ISCO-88_Ganzeboom","en","5169","protective services workers nec",276
"ISCO-88_Ganzeboom","en","5200","models, salespersons & demonstrators",277
"ISCO-88_Ganzeboom","en","5210","fashion & other models",278
"ISCO-88_Ganzeboom","en","5220","shop salespersons & demonstrators",279
"ISCO-88_Ganzeboom","en","5230","stall & market salespersons",280
"ISCO-88_Ganzeboom","en","6000","skilled agricultural & fishery workers",281
"ISCO-88_Ganzeboom","en","6100","market-oriented skilled agricultural & fishery workers",282
"ISCO-88_Ganzeboom","en","6110","market gardeners & cropgrowers",283
"ISCO-88_Ganzeboom","en","6111","field crop & vegetable growers",284
"ISCO-88_Ganzeboom","en","6112","tree & shrub crop growers",285
"ISCO-88_Ganzeboom","en","6113","gardeners, horticultural & nursery growers",286
"ISCO-88_Ganzeboom","en","6114","mixed-crop growers",287
"ISCO-88_Ganzeboom","en","6120","market-oriented animal producers etc workers",288
"ISCO-88_Ganzeboom","en","6121","dairy & livestock producers",289
"ISCO-88_Ganzeboom","en","6122","poultry producers",290
"ISCO-88_Ganzeboom","en","6123","apiarists & sericulturists",291
"ISCO-88_Ganzeboom","en","6124","mixed -animal producers",292
"ISCO-88_Ganzeboom","en","6129","market-oriented animal producers etc workers nec",293
"ISCO-88_Ganzeboom","en","6130","market-oriented crop & animal producers",294
"ISCO-88_Ganzeboom","en","6131","[mixed farmer]",295
"ISCO-88_Ganzeboom","en","6132","[farm foreman]",296
"ISCO-88_Ganzeboom","en","6133","[farmer nfs]",297
"ISCO-88_Ganzeboom","en","6134","[skilled farm worker nfs]",298
"ISCO-88_Ganzeboom","en","6140","forestry etc workers",299
"ISCO-88_Ganzeboom","en","6141","forestry workers & loggers",300
"ISCO-88_Ganzeboom","en","6142","charcoal burners etc workers",301
"ISCO-88_Ganzeboom","en","6150","fishery workers, hunters & trappers",302
"ISCO-88_Ganzeboom","en","6151","aquatic-life cultivation workers",303
"ISCO-88_Ganzeboom","en","6152","inland & coastal waters fishery workers",304
"ISCO-88_Ganzeboom","en","6153","deep-sea fishery workers",305
"ISCO-88_Ganzeboom","en","6154","hunters & trappers",306
"ISCO-88_Ganzeboom","en","6200","subsistence agricultural & fishery workers",307
"ISCO-88_Ganzeboom","en","6210","subsistence agricultural & fishery workers",308
"ISCO-88_Ganzeboom","en","7000","craft etc trades workers",309
"ISCO-88_Ganzeboom","en","7100","extraction & building trades workers",310
"ISCO-88_Ganzeboom","en","7110","miners, shotfirers, stone cutters & carvers",311
"ISCO-88_Ganzeboom","en","7111","miners & quarry workers",312
"ISCO-88_Ganzeboom","en","7112","shotfirers & blasters",313
"ISCO-88_Ganzeboom","en","7113","stone splitters cutters & carvers",314
"ISCO-88_Ganzeboom","en","7120","[builders] & ar trades workers",315
"ISCO-88_Ganzeboom","en","7121","builders traditional materials",316
"ISCO-88_Ganzeboom","en","7122","bricklayers & stonemasons",317
"ISCO-88_Ganzeboom","en","7123","concrete placers concrete finishers etc workers",318
"ISCO-88_Ganzeboom","en","7124","carpenters & joiners",319
"ISCO-88_Ganzeboom","en","7129","[builders] ar trades workers nec",320
"ISCO-88_Ganzeboom","en","7130","building finishers etc trades workers",321
"ISCO-88_Ganzeboom","en","7131","roofers",322
"ISCO-88_Ganzeboom","en","7132","floor layers & tile setters",323
"ISCO-88_Ganzeboom","en","7133","plasterers",324
"ISCO-88_Ganzeboom","en","7134","insulation workers",325
"ISCO-88_Ganzeboom","en","7135","glaziers",326
"ISCO-88_Ganzeboom","en","7136","plumbers & pipe fitters",327
"ISCO-88_Ganzeboom","en","7137","building etc electricians",328
"ISCO-88_Ganzeboom","en","7140","painters, building structure cleaners etc trades workers",329
"ISCO-88_Ganzeboom","en","7141","painters etc workers",330
"ISCO-88_Ganzeboom","en","7142","varnishers etc painters",331
"ISCO-88_Ganzeboom","en","7143","building structure cleaners",332
"ISCO-88_Ganzeboom","en","7200","metal, machinery etc trades workers",333
"ISCO-88_Ganzeboom","en","7210","metal moulders, welders, sheetmetal workers structural metal",334
"ISCO-88_Ganzeboom","en","7211","metal moulders & coremakers",335
"ISCO-88_Ganzeboom","en","7212","welders & flamecutters",336
"ISCO-88_Ganzeboom","en","7213","sheet-metal workers",337
"ISCO-88_Ganzeboom","en","7214","structural-metal preparers & erectors",338
"ISCO-88_Ganzeboom","en","7215","riggers & cable splicers",339
"ISCO-88_Ganzeboom","en","7216","underwater workers",340
"ISCO-88_Ganzeboom","en","7220","blacksmiths, tool-makers etc trades workers",341
"ISCO-88_Ganzeboom","en","7221","blacksmiths hammer-smiths & forgingpress workers",342
"ISCO-88_Ganzeboom","en","7222","tool-makers etc workers",343
"ISCO-88_Ganzeboom","en","7223","machine-tool setters & setter-operators",344
"ISCO-88_Ganzeboom","en","7224","metal wheel-grinders polishers & tool sharpeners",345
"ISCO-88_Ganzeboom","en","7230","machinery mechanics & fitters",346
"ISCO-88_Ganzeboom","en","7231","motor vehicle mechanics & fitters",347
"ISCO-88_Ganzeboom","en","7232","aircraft engine mechanics & fitters",348
"ISCO-88_Ganzeboom","en","7233","agricultural- or industrial-machinery mechanics & fitters",349
"ISCO-88_Ganzeboom","en","7234","[unskl garage worker, oiler]",350
"ISCO-88_Ganzeboom","en","7240","electrical & electronic equipment mechanics & fitters",351
"ISCO-88_Ganzeboom","en","7241","electrical mechanics & fitters",352
"ISCO-88_Ganzeboom","en","7242","electronics fitters",353
"ISCO-88_Ganzeboom","en","7243","electronics mechanics & servicers",354
"ISCO-88_Ganzeboom","en","7244","telegraph & telephone installers & servlcers",355
"ISCO-88_Ganzeboom","en","7245","electrical line installers repairers & cable jointers",356
"ISCO-88_Ganzeboom","en","7300","precision, handicraft, printing etc trades workers",357
"ISCO-88_Ganzeboom","en","7310","precision workers in metal etc materials",358
"ISCO-88_Ganzeboom","en","7311","precision-instrument makers & repairers",359
"ISCO-88_Ganzeboom","en","7312","musical-instrument makers & tuners",360
"ISCO-88_Ganzeboom","en","7313","jewellery & precious-metal workers",361
"ISCO-88_Ganzeboom","en","7320","potters, glass-makers etc trades workers",362
"ISCO-88_Ganzeboom","en","7321","abrasive wheel formers potters etc workers",363
"ISCO-88_Ganzeboom","en","7322","glass-makers cutters grinders & finishers",364
"ISCO-88_Ganzeboom","en","7323","glass engravers & etchers",365
"ISCO-88_Ganzeboom","en","7324","glass ceramics etc decorative painters",366
"ISCO-88_Ganzeboom","en","7330","handicraft workers in wood,textile, leather etc",367
"ISCO-88_Ganzeboom","en","7331","handicraft workers in wood etc materials",368
"ISCO-88_Ganzeboom","en","7332","handicraft workers in textile leather etc materials",369
"ISCO-88_Ganzeboom","en","7340","printing etc trades workers",370
"ISCO-88_Ganzeboom","en","7341","compositors typesetters etc workers",371
"ISCO-88_Ganzeboom","en","7342","stereotypers & electrotypers",372
"ISCO-88_Ganzeboom","en","7343","printing engravers & etchers",373
"ISCO-88_Ganzeboom","en","7344","photographic etc workers",374
"ISCO-88_Ganzeboom","en","7345","bookbinders etc workers",375
"ISCO-88_Ganzeboom","en","7346","silk-screen, block & textile printers",376
"ISCO-88_Ganzeboom","en","7400","other craft etc trades workers",377
"ISCO-88_Ganzeboom","en","7410","food processing etc trades workers",378
"ISCO-88_Ganzeboom","en","7411","butchers fishmongers etc food preparers",379
"ISCO-88_Ganzeboom","en","7412","bakers-pastry cooks & confectionery makers",380
"ISCO-88_Ganzeboom","en","7413","dairy-products makers",381
"ISCO-88_Ganzeboom","en","7414","fruit, vegetable etc preservers",382
"ISCO-88_Ganzeboom","en","7415","food & beverage tasters & graders",383
"ISCO-88_Ganzeboom","en","7416","tobacco preparers & tobacco products makers",384
"ISCO-88_Ganzeboom","en","7420","wood treaters, cabinet-makers etc trades workers",385
"ISCO-88_Ganzeboom","en","7421","wood treaters",386
"ISCO-88_Ganzeboom","en","7422","cabinet-makers etc workers",387
"ISCO-88_Ganzeboom","en","7423","woodworking-machine setters & setteroperators",388
"ISCO-88_Ganzeboom","en","7424","basketry weavers brush makers etc workers",389
"ISCO-88_Ganzeboom","en","7430","textile, garment etc trades workers",390
"ISCO-88_Ganzeboom","en","7431","fibre preparers",391
"ISCO-88_Ganzeboom","en","7432","weavers knitters etc workers",392
"ISCO-88_Ganzeboom","en","7433","tailors dressmakers & hatters",393
"ISCO-88_Ganzeboom","en","7434","furriers etc workers",394
"ISCO-88_Ganzeboom","en","7435","textile leather etc pattern-makers & cutters",395
"ISCO-88_Ganzeboom","en","7436","sewers embroiderers etc workers",396
"ISCO-88_Ganzeboom","en","7437","upholsterers etc workers",397
"ISCO-88_Ganzeboom","en","7440","pelt, leather & shoemaking trades workers",398
"ISCO-88_Ganzeboom","en","7441","pelt dressers tanners & fellmongers",399
"ISCO-88_Ganzeboom","en","7442","shoe-makers etc workers",400
"ISCO-88_Ganzeboom","en","7500","[skilled manual worker nfs]",401
"ISCO-88_Ganzeboom","en","7510","[non farm foremen nfs]",402
"ISCO-88_Ganzeboom","en","7520","[skilled manual nfs]",403
"ISCO-88_Ganzeboom","en","7530","[apprentice skilled work nfs]",404
"ISCO-88_Ganzeboom","en","8000","plant & machine operators & assemblers",405
"ISCO-88_Ganzeboom","en","8100","stationary-plant etc operators",406
"ISCO-88_Ganzeboom","en","8110","mining- & mineral-processing plant operators",407
"ISCO-88_Ganzeboom","en","8111","mining-plant operators",408
"ISCO-88_Ganzeboom","en","8112","mineral-ore- & stone-processing-plant operators",409
"ISCO-88_Ganzeboom","en","8113","well drillers & borers etc workers",410
"ISCO-88_Ganzeboom","en","8120","metal-processing-plant operators",411
"ISCO-88_Ganzeboom","en","8121","ore & metal furnace operators",412
"ISCO-88_Ganzeboom","en","8122","metal melters casters & rolling-mill operators",413
